Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=7, n_data=200, Pro_dev=5)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 5.9586 	 LR 0.0099 	 Train images 200 	 Round   1
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 3.8285 	 LR 0.0098 	 Train images 200 	 Round   2
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 3.4744 	 LR 0.0097 	 Train images 200 	 Round   3
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 3.5012 	 LR 0.0096 	 Train images 200 	 Round   4
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 2.5595 	 LR 0.0095 	 Train images 200 	 Round   5
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 2.6479 	 LR 0.0094 	 Train images 200 	 Round   6
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 2.5117 	 LR 0.0093 	 Train images 200 	 Round   7
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 2.1244 	 LR 0.0092 	 Train images 200 	 Round   8
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 2.1670 	 LR 0.0091 	 Train images 200 	 Round   9
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 2.0157 	 LR 0.0090 	 Train images 200 	 Round  10
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 1.9019 	 LR 0.0090 	 Train images 200 	 Round  11
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 1.9000 	 LR 0.0089 	 Train images 200 	 Round  12
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 1.7393 	 LR 0.0088 	 Train images 200 	 Round  13
No defenses!
No defenses!
No defenses!
Device  7 	 Train loss 1.7195 	 LR 0.0087 	 Train images 200 	 Round  14
No defenses!
No defenses!
No defenses!
